"","Estimate","Std. Error","t value","Pr(>|t|)","LB","UB"
"(Intercept)",-0.0164115592197,0.180777080658629,-0.0907834066127597,0.927670954083885,-0.377965720536959,0.345142602097559
"age",0.00168954712554862,0.000203016020184708,8.32223547684286,1.31121937901319e-16,0.00128351508517921,0.00209557916591804
"diabPre-diabete",0.00164386221899372,0.178288040148309,0.00922026075123305,0.992644033641533,-0.354932218077625,0.358219942515612
"diabdiabete",-0.0245825173251515,0.180357271395344,-0.136299008822697,0.891594351672562,-0.385297060115839,0.336132025465536
"diabUnknown",0.00503150458771671,0.177919152826122,0.0282797242893457,0.977440994318125,-0.350806801064528,0.360869810239961
"bmi",-0.0010158027170664,0.000588111459774234,-1.7272282323088,0.084232976320808,-0.00219202563661487,0.000160420202482068
"smokeSmoke",0.0130338243123268,0.0104040905384305,1.25275960106101,0.21039404096335,-0.00777435676453423,0.0338420053891878
"smokeUnknown",0.0107108912636746,0.00821251503029924,1.30421572735731,0.192263363304902,-0.00571413879692392,0.027135921324273
"countryUnited States",0.0016064682872007,0.00980426257648681,0.163854065990994,0.869857426811436,-0.0180020568657729,0.0212149934401743
"raceNon-Hispanic Black",0.00983877470060122,0.0223891322400472,0.439444217628172,0.660372378989875,-0.0349394897794932,0.0546170391806956
"raceHispanic",-0.0297373401842133,0.0213724428737783,-1.39138704732241,0.164214628951753,-0.0724822259317698,0.0130075455633433
"raceOther",-5.55718606789278e-05,0.0208624573244628,-0.00266372555325808,0.997874839917074,-0.0417804865096045,0.0416693427882466
"educationmore than high school",-0.00728085496830399,0.00702630624400721,-1.03622795754368,0.300182054004167,-0.0213334674563184,0.00677175751971043
"educationRefused/Missing",-0.0990589846504734,0.0891582911763408,-1.11104624531835,0.266640391653475,-0.277375567003155,0.0792575977022082
"genderFemale",-0.0140091722980518,0.00709603937106053,-1.97422415033163,0.0484508472602279,-0.0282012510401728,0.000182906444069288
"sedentary",0.0608116100087433,0.0474212920252586,1.28236932001668,0.199815439731395,-0.0340309740417739,0.155654194059261
"activitycCounts",-6.04394877935111e-05,3.07791715802495e-05,-1.96364894473944,0.0496660585808327,-0.00012199783095401,1.11885536698796e-06
