"","Estimate","Std. Error","t value","Pr(>|t|)","LB","UB"
"(Intercept)",84.7373209857996,17.3852264047814,4.87409936533783,1.15352961788215e-06,49.9668681762367,119.507773795362
"age",0.562375309468745,0.0196594742175881,28.6058163735439,2.97041604741753e-158,0.523056361033569,0.601694257903921
"diabPre-diabete",6.45540110825355,17.1011939277015,0.377482480787304,0.705843467763717,-27.7469867471495,40.6577889636566
"diabdiabete",4.03821344548683,17.2554586544895,0.234025274340428,0.814982333120263,-30.4727038634922,38.5491307544659
"diabUnknown",2.46135384867115,17.0699260451875,0.144192414317171,0.885358826838661,-31.6784982417039,36.6012059390462
"bmi",0.405466044570212,0.0527514517885325,7.68634854251263,2.07500424539115e-14,0.299963140993147,0.510968948147277
"smokeSmoke",1.82863746440475,1.04624532521745,1.74780944806104,0.0806057824501961,-0.263853186030141,3.92112811483964
"smokeUnknown",2.70141134025506,0.810532315217657,3.3328854254622,0.000870590154955159,1.08034670981975,4.32247597069037
"countryUnited States",1.71646793102868,1.00850586386307,1.70199102705637,0.0888671925205169,-0.300543796697463,3.73347965875482
"raceNon-Hispanic Black",5.48749366575065,2.11247479224262,2.59766113465671,0.00943489121132442,1.26254408126542,9.71244325023589
"raceHispanic",0.374561589271616,2.07182972192933,0.180787825035552,0.856547101890255,-3.76909785458704,4.51822103313027
"raceOther",-0.6968491873991,2.00289415924061,-0.347921124131345,0.727925369528255,-4.70263750588033,3.30893913108213
"educationmore than high school",-2.20759004292088,0.69310096027254,-3.18509159481298,0.00146285647761345,-3.59379196346596,-0.821388122375796
"educationRefused/Missing",-12.9792253125588,17.1134118463245,-0.758424178013712,0.448260422217583,-47.2060490052079,21.2475983800903
"genderFemale",2.54217485141503,0.690746489790334,3.6803297432415,0.00023729149687922,1.16068187183436,3.92366783099569
"sedentary",-11.5756971783328,4.79219048133882,-2.41553361107191,0.0157753197350943,-21.1600781410104,-1.99131621565516
"activitycCounts",-0.0017599596300315,0.00301878921139564,-0.583001828477399,0.55993865262329,-0.00779753805282278,0.00427761879275977
