"","Estimate","Std. Error","t value","Pr(>|t|)","LB","UB"
"(Intercept)",-0.211518870892704,0.386359346339165,-0.547466685863534,0.58410144526379,-0.984237563571035,0.561199821785626
"age",0.00157844271665593,0.000436900931355717,3.6128160948478,0.000308175014416304,0.000704640853944495,0.00245224457936736
"diabPre-diabete",0.036124123849424,0.380047170723581,0.0950516847175745,0.924280522761754,-0.723970217597737,0.796218465296585
"diabdiabete",-0.0667045188584617,0.383475461941497,-0.173947293839203,0.861919360650719,-0.833655442741456,0.700246405024533
"diabUnknown",0.0488972140848016,0.379352291153523,0.128896583004986,0.897448665784757,-0.709807368222244,0.807601796391847
"bmi",0.00747891891823322,0.00117231814857781,6.37959834308309,2.06789592413377e-10,0.0051342826210776,0.00982355521538884
"smokeSmoke",0.000680652133344225,0.0232511588028699,0.0292739015338974,0.976648211538099,-0.0458216654723956,0.047182969739084
"smokeUnknown",-0.00715522681385821,0.0180128074379369,-0.397229961987409,0.691227930137714,-0.043180841689732,0.0288703880620156
"countryUnited States",0.0216131374377454,0.022412458559308,0.964335857244421,0.334960196513983,-0.0232117796808707,0.0664380545563615
"raceNon-Hispanic Black",-0.0112194837777754,0.046946433764265,-0.238984793480001,0.811134727917363,-0.105112351306305,0.0826733837507546
"raceHispanic",-0.0254435343023647,0.0460431609260215,-0.552601815137003,0.580579864467743,-0.117529856154408,0.0666427875496784
"raceOther",-0.0482234659373531,0.0445111763363582,-1.08340129168778,0.278722898680796,-0.137245818610069,0.0407988867353632
"educationmore than high school",0.00188009396514417,0.0154030800475683,0.122059611411354,0.902860498934072,-0.0289260661299925,0.0326862540602808
"educationRefused/Missing",-0.146491017585329,0.38031869477181,-0.385179639074074,0.700133356119741,-0.907128407128949,0.614146371958291
"genderFemale",0.0748731952444456,0.0153507556397464,4.87749248320929,1.13403200062904e-06,0.0441716839649528,0.105574706523938
"sedentary",0.0333969284248277,0.106498905380583,0.313589405501219,0.753856083526146,-0.179600882336339,0.246394739185994
"activitycCounts",8.55548322996061e-05,6.70878479977556e-05,1.27526571283772,0.202320182960456,-4.86208636959051e-05,0.000219730528295117
