"","Estimate","Std. Error","t value","Pr(>|t|)","LB","UB"
"(Intercept)",53.3001401720441,12.1409759023762,4.39010344807719,1.17461306995401e-05,29.0181883672916,77.5820919767965
"age",0.116975211107328,0.013729197260467,8.52017848444471,2.55303303913382e-17,0.0895168165863943,0.144433605628262
"diabPre-diabete",-1.2091912417071,11.9426217722988,-0.101250065920353,0.919359146902609,-25.0944347863048,22.6760523028906
"diabdiabete",-0.587196423853641,12.0503525712492,-0.0487285679304211,0.961139057271001,-24.687901566352,23.5135087186447
"diabUnknown",0.0920351284953091,11.920785841073,0.00772055883918346,0.993840492213088,-23.7495365536507,23.9336068106413
"bmi",0.312849471012587,0.0368389855885795,8.49234760442409,3.22588053624038e-17,0.239171499835428,0.386527442189746
"smokeSmoke",2.46013332659204,0.730645605969519,3.36706784587804,0.000769899552900949,0.998842114653005,3.92142453853108
"smokeUnknown",0.487756121872169,0.566035384183915,0.861706062025423,0.388922502186941,-0.644314646495662,1.61982689024
"countryUnited States",0.319769834732152,0.70429024652789,0.454031326301335,0.649841195574301,-1.08881065832363,1.72835032778793
"raceNon-Hispanic Black",1.74737379427641,1.4752471408679,1.18446173923673,0.236330080401588,-1.20312048745939,4.69786807601221
"raceHispanic",-0.0484950598783,1.4468626489013,-0.0335173901372916,0.973264368677083,-2.9422203576809,2.8452302379243
"raceOther",-1.5567563329133,1.39872148663319,-1.11298521384733,0.265809575150276,-4.35419930617968,1.24068664035308
"educationmore than high school",1.26788409705838,0.484027176906273,2.61944815818449,0.00885437559130324,0.299829743245829,2.23593845087092
"educationRefused/Missing",-14.89998926276,11.9511541579075,-1.24674061315671,0.212596092180735,-38.8022975785749,9.00231905305501
"genderFemale",1.86658481800302,0.482382932032967,3.86950842173548,0.000111523205493532,0.901818953937087,2.83135068206896
"sedentary",-2.84997660319697,3.34662706132661,-0.851596712442537,0.394510223223604,-9.54323072585019,3.84327751945625
"activitycCounts",0.00438691307818157,0.00210817197409795,2.08090854640009,0.0375322557922233,0.000170569129985672,0.00860325702637747
